reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
5478fc95-f0b8-4c56-a1e7-46e383264ace,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,roblox dulu seru banget. tapi sekarang roblox banyak aturan aneh verifikasi umur lah ga bisa chat lah terus masih banyak lagi aturannya yang aneh. emang David kon...,1,0,,2026-05-09 18:56:04,,,
e2924d2b-3387-4608-b005-d541b344b4ef,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Gak bisa ngeupdate, pas redownlowd",1,0,,2026-05-09 18:55:53,,,
9758ad2e-d295-490e-ac44-771187ea0f27,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Roblox bagus fitur chat kembali,5,0,2.720.1167,2026-05-09 18:55:50,,,2.720.1167
987a4092-4159-4af8-8466-987d80860aba,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus tpi suka ngelag,3,0,2.718.1110,2026-05-09 18:54:55,,,2.718.1110
ab1480bd-9808-42ce-a0f9-38612bcfb340,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ni roblox knp dah aku buka youtube, tiktok, game online sejenis nya itu Lancar aja sinyal nya pas main ni game sinyal nya buruk bgt ampe dc berkali kali aku",2,0,,2026-05-09 18:53:42,,,
a69db945-7a3d-4bc5-b623-cfb590533351,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gamenya seru banget,5,0,2.719.1340,2026-05-09 18:53:17,,,2.719.1340
962dc294-ed62-43b4-bc5a-4398c752d0b8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"heh Roblox mau moderator mau kau sama aja ceo nya kasi update GK jelas moderator nya buta kalo ada cheat,niat buat game gak sih Roblox?",1,0,2.720.1167,2026-05-09 18:50:28,,,2.720.1167
1b269608-2ab9-4e2f-8e9a-f875e4a1b34a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aku berharap game brairot di hapus sebagain,5,0,2.720.1167,2026-05-09 18:48:57,,,2.720.1167
c45e9a10-d20c-4cff-82e4-844b36e8a2ff,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ih aku tuh main ini bagus banget tapi kadang suka ada bug tapi gapapa aku suka rekomendasi sih tapi yang pake kuota gatau sih😆,5,0,,2026-05-09 18:48:34,,,
9cf361fa-437c-4117-bbf3-81e7ee27969f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,salah gue apa jir game burik akun gue malah di ban Ama roblox,1,0,2.718.1110,2026-05-09 18:48:13,,,2.718.1110
a31ae636-4793-45bd-8d34-64aa4e054416,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game nya ngelag terus,2,0,2.720.1167,2026-05-09 18:47:09,,,2.720.1167
e02c2f94-e132-49d9-b6e9-669cc78e43fd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"geming ini sangat seru banget, permainan guy ang bisa kita main nin",5,0,,2026-05-09 18:46:44,,,
e94cb21d-00a5-4312-a952-c05470f8b4d3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,fitur dan gamenya seru dan menantang😁 dan banyak permainan seru,5,0,2.720.1167,2026-05-09 18:45:41,,,2.720.1167
c12f9f88-47e1-46b0-996e-9922af15c6ce,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"There are many entertaining maps in it, but the recent updates have made me a little annoyed, but I still love Roblox.",5,0,2.719.1340,2026-05-09 18:44:05,,,2.719.1340
e7322401-a3b0-41d4-b0dc-02a9550dbb97,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,jelek sering lag tapi jaringan ku setabil ram masih banyak game adh,1,0,2.720.1167,2026-05-09 18:40:45,,,2.720.1167
f6762b50-4c91-4106-aa69-af67ae62ce86,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Gamenya bagus, seru dan bisa mabar tapi pas saya suka cari server gak bisa dimasukin dan juga saya lagi main brookhaven pas keluar tiba tiba ada tulisan ""coba lagi"" aku pencet tapi gak bisa terus pedahal udah terhubung ke jaringan jadi tolong diperbaiki dan dikembangkan lebih baik🙏",4,0,,2026-05-09 18:40:16,,,
b51a045c-de42-4696-a7a5-3dca9cb8df4e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus tapi gamenya online,4,0,2.719.1340,2026-05-09 18:39:51,,,2.719.1340
95dabfa3-83d9-4dd9-99d0-128a0fea351b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,suka Roblox banget 😍😍😍😍,5,0,2.720.1167,2026-05-09 18:38:46,,,2.720.1167
c34210a9-7fee-4557-990b-888255e368dc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sekarang lagi gk bisa dibuka permainannya padahal pengin banget main,3,0,2.719.1340,2026-05-09 18:37:58,,,2.719.1340
f2da26b3-1eef-42cd-a8e0-bafb8cb53433,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tolong bertimbangkan sekali lagi kalau update, banyak item baju menjadi eror, player sangat dirugikan",1,0,2.720.1167,2026-05-09 18:35:26,,,2.720.1167
cbbc1689-4e74-42fd-b0ed-500f3d0e4563,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mainkan,5,0,,2026-05-09 18:35:24,,,
3ad699b3-79a0-482a-bd97-e852309cc583,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"keren game nya, bisa pilih dunia sesuai keinginan",5,0,,2026-05-09 18:35:18,,,
2abfb2a4-b7a4-4cca-81aa-7a9e36b040d4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Dw its perfect💯,4,0,,2026-05-09 18:32:36,,,
1850e977-e6c4-4421-94d8-6b1999b7230e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"akun gabisa di loginin terus tiba-tiba keluar sendiri, saat mau di masukkan lagi akunnya gabisa malah terus terjadi kesalahan. itu akun udah lama banget nemenin aku banyak badges badges yang udah aku dapetin udah aku top upin juga tolong banget biar bisa balik",3,0,2.720.1167,2026-05-09 18:31:27,,,2.720.1167
dec7e281-b5dc-4435-a7ff-42bca6c86c0c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ini game terseru yang pernah ku mainkan, tapi beberapa update membuat ku kecewa tolong buat Roblox seperti yang dulu",4,0,2.719.1340,2026-05-09 18:30:42,,,2.719.1340
3ec1e1a2-41fe-4c03-ab7e-d5173b9093f0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game nya not bad tapi ad aja exploiter yang GK di banned langsung gimana sih gamenya,3,0,2.720.1167,2026-05-09 18:30:32,,,2.720.1167
ee713524-149d-4f3a-813d-3eab76f86866,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bintang 1 karena banyak heker,1,0,,2026-05-09 18:29:52,,,
7f23151f-dd3a-4646-b61c-4fe350c03aa7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seru Banget banyak mapnya juga,5,0,,2026-05-09 18:29:07,,,
e12a7c84-0504-4b45-b54f-02f6fc05285c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gw gak bisa merekam di map,1,0,2.720.1167,2026-05-09 18:28:21,,,2.720.1167
b34415b0-f557-436f-93e4-99461295fb65,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game nya asik,4,1,,2026-05-09 18:28:05,,,
9508d8a4-b56a-4005-bf2d-ae60a164c059,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ribet harus double verifikasi,1,0,2.720.1167,2026-05-09 18:27:25,,,2.720.1167
1a094211-2514-4300-b656-0f0e832ce0f2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"semakin di update semakin ga seru game nya, dulu bisa chat main bareng sekarang di batasi + baru buka Roblox disuruh pencet "" saya setuju"" tapi gabisa di pencet pas dipencet malah kemana mana dulu game ini buat masa kecil ku indah seru tapi sekarang jadi perusak mood padahal asik tapi asiknya ilang pas update chat ilang,ada pembatasan umur, beberapa item di hapus tolong diperbaiki lagi",1,0,2.720.1167,2026-05-09 18:27:21,,,2.720.1167
7cacb314-d170-4840-8c3a-a90b2d5558b0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,,2026-05-09 18:27:17,,,
3df7180f-4251-40ac-ab05-1e10f2a4f16a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kembalikan Roblox yang dulu,1,0,2.717.985,2026-05-09 18:27:03,,,2.717.985
482969e3-5923-4f34-8b75-6ead44e0d7a3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,geme ini bagus,5,0,,2026-05-09 18:25:23,,,
e76030a1-501d-40e6-9048-ea9f0f07f7cd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seru,5,0,2.719.1340,2026-05-09 18:24:59,,,2.719.1340
02fd17db-1030-4a64-9f29-6d72e8160eef,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus dan saya paling suka yang gem genseter,5,0,,2026-05-09 18:24:27,,,
1d8e290e-6e21-41b2-ba28-fb0a05039d2a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus looo,5,0,2.719.1340,2026-05-09 18:24:14,,,2.719.1340
a8f09e96-5401-4112-8a1d-7ae96b220f40,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,males chatnya di apus,1,0,2.719.1340,2026-05-09 18:23:50,,,2.719.1340
aae844fe-1ff1-422a-8844-2d3eec5635e9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,lucu sih game nya seru gitu tapi ada bug nya kayak tb-tb keluar dari robloxnya,4,0,,2026-05-09 18:23:48,,,
77f70f79-db66-4169-bee5-322c61c6854e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,permainan nya seru banget nagih mainnya aku suka banget lohh ❤️,5,0,2.719.1340,2026-05-09 18:23:35,,,2.719.1340
f1dcf352-8981-4642-a1f7-0709ab752388,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus nye😍😍😍😍😍 sama sukanya 🥰🥰🥰🤩🤩🤩🤩😍🤐🤑🤑🤑🤑🤑ini si the best⁰ bero,5,0,2.719.1340,2026-05-09 18:22:49,,,2.719.1340
80b7cb9b-69e1-4628-8fe9-3f96478ecc5a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ye roblox apaan nih gak bisa masuk server dapit bajur,1,0,,2026-05-09 18:22:07,,,
102cccbb-a8d5-44e5-9bc2-1b3b9dcbf52d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seruu jujurr,5,0,,2026-05-09 18:21:36,,,
f9a808d8-5971-4210-b50a-7dc7897643c1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,2.719.1340,2026-05-09 18:21:09,,,2.719.1340
8d10c9f0-87e5-4a9b-b370-b432593d368e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gpp chat dihapus dan wajahnya bisa bergerak aku tetap suka karena bisa main sepuasnya dan bikin aku senang,5,0,2.719.1340,2026-05-09 18:21:03,,,2.719.1340
4e3e04bc-e204-40ee-88df-da4a962a3bdd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game ini Bagus banget aku juga sampai berapa berapa kali tuh nge-download aku pokoknya mau game ini bagus bagus bagus bagus bagus bagus bagus bagus,5,0,2.719.1340,2026-05-09 18:20:55,,,2.719.1340
25571e86-cc5c-4600-bccd-313e6238c370,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sudahlah,1,0,2.706.750,2026-05-09 18:19:42,,,2.706.750
e0116981-66a6-4d01-9d48-d1f80cee8f16,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game perusak anak anak kenapa gak di musnahin aja sih bocah jadi malas sekolah ngelawan sama orang tua game gak jelas,1,0,2.720.1167,2026-05-09 18:18:50,,,2.720.1167
c1323dbe-5356-4b12-b799-989051ce3f14,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"mau chat susah, aksesoris yang free harus iklan.",1,0,,2026-05-09 18:18:40,,,
0621c9c3-d9f4-4fe5-b87d-ae3f53efde21,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"game ini sangat seru karna bisa berkebun, mendaki, dan lain² tetapi terkadang suka ada bug di game ini 😭😭",5,0,2.718.1110,2026-05-09 18:15:27,,,2.718.1110
5dfbcf43-a876-41a0-afe9-f09225e5e9c5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus kalo fitur chant untuk semua umur balik,5,0,2.718.1110,2026-05-09 18:15:09,,,2.718.1110
0ae36d17-f1ac-4be3-b13a-b093fd55c3f8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nikmat sekali bermain game Roblox,5,0,,2026-05-09 18:14:56,,,
f11e8474-4a29-4261-a05b-e82c3f1baf54,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tidak bisa chat, tidak bisa trade",2,0,,2026-05-09 18:14:54,,,
74c1d2d2-95a7-4315-8752-5802ac9a7619,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"roblox sekarang updatenya kurang baik,chat di blokir",2,0,,2026-05-09 18:14:08,,,
608ff733-be81-408a-b6d3-50f0a023c30f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seru kok,5,0,2.716.875,2026-05-09 18:12:05,,,2.716.875
eef8430a-d555-41d0-98a9-94278be4bab7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"bagus banget😍.... seru banyak mapnya jadi gak bosenin pokoknya best dehh🙌🏻. aplikasi yang gak ngebosenin dan gak ada iklan satupun (di hp ku) makin update makin bagus dari dulu sampe sekarang tetep main roblox karena emang seseru itu💗. kalian juga harus download deh. soalnya game online terbagus sejauh ini . ( semua ulasan ku menurut opini ku ya🙏🏻, mungkin opini orang berbeda).",5,0,,2026-05-09 18:10:02,,,
39d16317-e7ce-49a7-898c-10ab80615ee4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,1,0,,2026-05-09 18:09:36,,,
7cf51c53-60bd-4831-9f2c-dd851c58a939,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagus. apalagi game kick a lucky blok bikin aku semangat,5,0,2.720.1167,2026-05-09 18:07:54,,,2.720.1167
